"","tree_number","plot_id","pair_id","sp_id","vigor_id","leaf_d13c","leaf_d18o"
"297","T345","SAR05","Nav-Abialba","Abialba","cold_healthy",-26.871919027679,29.8633921518354
"298","T342","SAR04","Nav-Abialba","Abialba","cold_healthy",-26.939325625147,27.4219513585769
"299","T341","SAR04","Nav-Abialba","Abialba","cold_healthy",-27.9150350739551,30.0781706998432
"300","T338","SAR04","Nav-Abialba","Abialba","cold_healthy",-28.7489577798913,29.2776085362729
"301","T339","SAR04","Nav-Abialba","Abialba","cold_healthy",-28.0347890978986,27.9825998399281
"302","T340","SAR04","Nav-Abialba","Abialba","cold_healthy",-28.4818656747722,28.1803575531751
"303","T336","SAR03","Nav-Abialba","Abialba","cold_healthy",-29.0800830848841,29.4607775948124
"304","T334","SAR03","Nav-Abialba","Abialba","cold_healthy",-29.8389289827429,29.2745747863319
"305","T335","SAR03","Nav-Abialba","Abialba","cold_healthy",-28.6016888139973,29.2332389021272
"306","T337","SAR03","Nav-Abialba","Abialba","cold_healthy",-30.0854885454167,28.7304883707769
"307","T333","SAR03","Nav-Abialba","Abialba","cold_healthy",-30.6476415426201,29.8656823840907
"308","T331","SAR02","Nav-Abialba","Abialba","cold_healthy",-28.3637724132713,29.6179307664929
"309","T332","SAR02","Nav-Abialba","Abialba","cold_healthy",-29.143472267236,30.2390401315991
"310","T300","SAR02","Nav-Abialba","Abialba","cold_healthy",-28.0201830947315,28.3348003683327
"311","T299","SAR02","Nav-Abialba","Abialba","cold_healthy",-28.9615178206701,29.5504993500253
"312","T298","SAR02","Nav-Abialba","Abialba","cold_healthy",-28.6487815973108,28.4445875144844
"313","T352","SAR06","Nav-Abialba","Abialba","cold_healthy",-29.9277371735424,27.2181418051428
"314","T349","SAR06","Nav-Abialba","Abialba","cold_healthy",-29.2064424238189,29.9910177575741
"315","T350","SAR06","Nav-Abialba","Abialba","cold_healthy",-29.8181787974744,28.8309595999934
"316","T348","SAR06","Nav-Abialba","Abialba","cold_healthy",-30.6908525537698,28.4767229193513
"317","T297","SAR01","Nav-Abialba","Abialba","cold_healthy",-28.7252234905343,28.6992954106555
"318","T295","SAR01","Nav-Abialba","Abialba","cold_healthy",-29.0640878488926,30.664001004499
"319","T294","SAR01","Nav-Abialba","Abialba","cold_healthy",-29.0702261037801,29.7306995421218
"320","T296","SAR01","Nav-Abialba","Abialba","cold_healthy",-31.8426754694261,29.0671132093974
"321","T293","SAR01","Nav-Abialba","Abialba","cold_healthy",-30.3245409331147,28.8892022516817
"322","T292","BAS06","Nav-Abialba","Abialba","hot_damaged",-29.7535894797242,29.977548676441
"323","T291","BAS06","Nav-Abialba","Abialba","hot_damaged",-28.109251136675,28.8498862237567
"324","T288","BAS06","Nav-Abialba","Abialba","hot_damaged",-30.5754998615146,28.8428891976594
"325","T289","BAS06","Nav-Abialba","Abialba","hot_damaged",-30.7965580078572,29.7287379450337
"326","T290","BAS06","Nav-Abialba","Abialba","hot_healthy",-28.2573925794938,31.1428444645346
"327","T284","BAS05","Nav-Abialba","Abialba","hot_damaged",-29.9573870659945,29.6877327187764
"328","T287","BAS05","Nav-Abialba","Abialba","hot_damaged",-27.4935438029608,31.8096620934731
"329","T285","BAS05","Nav-Abialba","Abialba","hot_damaged",-29.024936699352,30.2129467154152
"330","T286","BAS05","Nav-Abialba","Abialba","hot_damaged",-30.5614647247983,28.2055448019931
"331","T283","BAS05","Nav-Abialba","Abialba","hot_healthy",-29.7576248903177,29.6414060629006
"332","T280","BAS04","Nav-Abialba","Abialba","hot_damaged",-29.5047454567078,28.2405510478555
"333","T278","BAS04","Nav-Abialba","Abialba","hot_damaged",-29.6464535545814,28.1675819167858
"334","T282","BAS04","Nav-Abialba","Abialba","hot_healthy",-28.4781704993139,30.8476504204296
"335","T279","BAS04","Nav-Abialba","Abialba","hot_healthy",-28.6692046467233,30.5494613047174
"336","T281","BAS04","Nav-Abialba","Abialba","hot_healthy",-29.5995043385727,28.3886036158411
"337","T274","BAS03","Nav-Abialba","Abialba","hot_damaged",-29.8780122960122,30.7703802663143
"338","T275","BAS03","Nav-Abialba","Abialba","hot_damaged",-28.7467077017864,31.6489526116482
"339","T277","BAS03","Nav-Abialba","Abialba","hot_healthy",-27.8977828674421,28.0774026191151
"340","T273","BAS03","Nav-Abialba","Abialba","hot_damaged",-28.8017279576769,29.6420062018652
"341","T270","BAS02","Nav-Abialba","Abialba","hot_healthy",-28.4768993409741,29.6047040387815
"342","T272","BAS02","Nav-Abialba","Abialba","hot_healthy",-28.4598433556385,30.6084910769619
"343","T268","BAS02","Nav-Abialba","Abialba","hot_healthy",-27.6170012538611,29.7132578275935
"344","T269","BAS02","Nav-Abialba","Abialba","hot_healthy",-27.7278945190627,29.4844283240838
"345","T271","BAS02","Nav-Abialba","Abialba","hot_healthy",-28.2323613345133,28.1601424361867
"346","T267","BAS01","Nav-Abialba","Abialba","hot_damaged",-27.8802379171898,30.425574906987
"347","T264","BAS01","Nav-Abialba","Abialba","hot_healthy",-29.3576497037224,30.6153972623624
"348","T263","BAS01","Nav-Abialba","Abialba","hot_damaged",-29.0411065479248,30.3462372861299
"349","T266","BAS01","Nav-Abialba","Abialba","hot_healthy",-27.8034996357342,29.1693211720919
"350","T265","BAS01","Nav-Abialba","Abialba","hot_damaged",-28.7757188964003,29.1198141515055
"351","T496","URZ06","Nav-Pinsylv","Pinsylv","cold_healthy",-28.8003814565771,27.0280828177877
"352","T500","URZ06","Nav-Pinsylv","Pinsylv","cold_healthy",-26.9772804692817,26.8264695127122
"353","T499","URZ06","Nav-Pinsylv","Pinsylv","cold_healthy",-28.7144255575173,26.1868389456047
"354","T498","URZ06","Nav-Pinsylv","Pinsylv","cold_healthy",-28.0230976851601,27.0167883964504
"355","T497","URZ06","Nav-Pinsylv","Pinsylv","cold_healthy",-30.8924439902243,28.484247378908
"356","T432","URZ05","Nav-Pinsylv","Pinsylv","cold_healthy",-29.4992961542711,27.5562366294234
"357","T429","URZ05","Nav-Pinsylv","Pinsylv","cold_healthy",-29.3469487754579,25.6097547710642
"358","T431","URZ05","Nav-Pinsylv","Pinsylv","cold_healthy",-31.1114005377089,27.808757073956
"359","T434","URZ05","Nav-Pinsylv","Pinsylv","cold_healthy",-27.8770207999241,27.7944826436792
"360","T433","URZ05","Nav-Pinsylv","Pinsylv","cold_healthy",-28.6865239426888,26.4268106026658
"361","T438","URZ04","Nav-Pinsylv","Pinsylv","cold_healthy",-28.2623026794378,28.3562360745752
"362","T436","URZ04","Nav-Pinsylv","Pinsylv","cold_healthy",-27.6463930259154,26.6193081208794
"363","T435","URZ04","Nav-Pinsylv","Pinsylv","cold_healthy",-28.8779825504121,26.7239051015962
"364","T437","URZ04","Nav-Pinsylv","Pinsylv","cold_healthy",-28.3420782540787,25.6284577147072
"365","T430","URZ04","Nav-Pinsylv","Pinsylv","cold_healthy",-29.8690419253629,28.247939214645
"366","T415","OZA06","Hue-Abialba","Abialba","cold_healthy",-29.4869518564703,29.8289367080797
"367","T416","OZA06","Hue-Abialba","Abialba","cold_healthy",-28.7508907560573,28.5533086255345
"368","T413","OZA06","Hue-Abialba","Abialba","cold_healthy",-28.7808279607408,28.1247900390503
"369","T412","OZA06","Hue-Abialba","Abialba","cold_healthy",-31.7958130733512,26.3166088899916
"370","T414","OZA06","Hue-Abialba","Abialba","cold_healthy",-29.7841042828477,29.3666483967998
"371","T404","OZA05","Hue-Abialba","Abialba","cold_healthy",-29.8164966077556,28.1848607400075
"372","T407","OZA05","Hue-Abialba","Abialba","cold_healthy",NA,NA
"373","T410","OZA05","Hue-Abialba","Abialba","cold_healthy",-29.9826339639566,30.1925063780869
"374","T411","OZA05","Hue-Abialba","Abialba","cold_healthy",NA,NA
"375","T405","OZA05","Hue-Abialba","Abialba","cold_healthy",-29.1858748590603,28.490275413924
"376","T401","OZA04","Hue-Abialba","Abialba","cold_healthy",-32.0476887884906,31.4831798240657
"377","T394","OZA04","Hue-Abialba","Abialba","cold_healthy",-29.7733611437439,29.4461052633179
"378","T402","OZA04","Hue-Abialba","Abialba","cold_healthy",-30.726384986036,29.6221340640274
"379","T395","OZA04","Hue-Abialba","Abialba","cold_healthy",-30.6533052057004,31.5200367270252
"380","T403","OZA04","Hue-Abialba","Abialba","cold_healthy",-30.6988733877244,29.4783498594977
"381","T399","OZA03","Hue-Abialba","Abialba","cold_healthy",-28.2925087996515,25.7161448911444
"382","T398","OZA03","Hue-Abialba","Abialba","cold_healthy",-28.9519138968423,28.1904517926599
"383","T400","OZA03","Hue-Abialba","Abialba","cold_healthy",-30.0322692884873,29.3269233335757
"384","T396","OZA03","Hue-Abialba","Abialba","cold_healthy",-29.0458594613535,26.0600665299886
"385","T397","OZA03","Hue-Abialba","Abialba","cold_healthy",-29.652143539502,30.6046794240607
"386","T392","OZA02","Hue-Abialba","Abialba","cold_healthy",-27.9829145070387,29.248005715141
"387","T393","OZA02","Hue-Abialba","Abialba","cold_healthy",-29.778321974624,28.7396434427627
"388","T391","OZA02","Hue-Abialba","Abialba","cold_healthy",-27.5168809143731,29.796083809699
"389","T390","OZA02","Hue-Abialba","Abialba","cold_healthy",-27.7835178481225,28.9177762184342
"390","T389","OZA02","Hue-Abialba","Abialba","cold_healthy",-28.4061201362989,28.0931284467933
"391","T356","RON01","Nav-Pinsylv","Pinsylv","hot_damaged",-30.1096850041,26.3956217364114
"392","T355","RON01","Nav-Pinsylv","Pinsylv","hot_damaged",-28.4334013315141,26.2363814881575
"393","T353","RON01","Nav-Pinsylv","Pinsylv","hot_damaged",-29.6693728000245,26.5399034408464
"394","T354","RON01","Nav-Pinsylv","Pinsylv","hot_damaged",-28.8543594528298,27.1674356164105
"395","T357","RON01","Nav-Pinsylv","Pinsylv","hot_healthy",-29.2959812532066,26.6723200811375
"396","T362","RON02","Nav-Pinsylv","Pinsylv","hot_damaged",-30.5482054241761,27.6526703056763
"397","T361","RON02","Nav-Pinsylv","Pinsylv","hot_damaged",-29.0325025894129,27.0702772615378
"398","T358","RON02","Nav-Pinsylv","Pinsylv","hot_damaged",-30.4814827682619,27.0713510935247
"399","T360","RON02","Nav-Pinsylv","Pinsylv","hot_damaged",-30.6420560919378,26.2052860371442
"400","T359","RON02","Nav-Pinsylv","Pinsylv","hot_damaged",-27.9864571410809,27.1805028341368
"401","T376","RON05","Nav-Pinsylv","Pinsylv","hot_damaged",-27.9681287616441,26.0065705573559
"402","T377","RON05","Nav-Pinsylv","Pinsylv","hot_damaged",-28.866490740002,26.7375610495585
"403","T378","RON05","Nav-Pinsylv","Pinsylv","hot_damaged",-27.2827309976752,26.9208742646376
"404","T374","RON05","Nav-Pinsylv","Pinsylv","hot_damaged",-29.6261288558996,25.730915538379
"405","T375","RON05","Nav-Pinsylv","Pinsylv","hot_damaged",-28.3115510992848,25.6395532275084
"406","T369","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-27.8389545686096,27.1031179286663
"407","T373","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-28.8778100713782,26.9814424780269
"408","T373","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-28.8778100713782,26.9814424780269
"409","T370","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-27.3862610277318,27.5406127809682
"410","T372","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-28.6400587560237,27.2054541703349
"411","T371","RON04","Nav-Pinsylv","Pinsylv","hot_damaged",-29.0721344942476,27.1334929445236
"412","T424","URZ03","Nav-Pinsylv","Pinsylv","cold_healthy",-29.6942980917522,28.4126768199009
"413","T427","URZ03","Nav-Pinsylv","Pinsylv","cold_healthy",-29.0324486336782,29.2181226501655
"414","T426","URZ03","Nav-Pinsylv","Pinsylv","cold_healthy",-28.567769382167,26.1306861005123
"415","T428","URZ03","Nav-Pinsylv","Pinsylv","cold_healthy",-28.9803386028486,27.1915473551623
"416","T425","URZ03","Nav-Pinsylv","Pinsylv","cold_healthy",-27.3151413375756,25.8179921446412
"417","T417","URZ02","Nav-Pinsylv","Pinsylv","cold_healthy",-29.3754604578202,27.5983973616007
"418","T420","URZ02","Nav-Pinsylv","Pinsylv","cold_healthy",-29.9999763872042,28.8662583772018
"419","T423","URZ02","Nav-Pinsylv","Pinsylv","cold_healthy",-30.0959328349664,28.793701455125
"420","T421","URZ02","Nav-Pinsylv","Pinsylv","cold_healthy",-28.9546928565379,27.1922853544603
"421","T422","URZ02","Nav-Pinsylv","Pinsylv","cold_healthy",-28.7437399791123,29.6410093603656
"422","T418","URZ01","Nav-Pinsylv","Pinsylv","cold_healthy",-28.5024289474169,27.2140611720077
"423","T406","URZ01","Nav-Pinsylv","Pinsylv","cold_healthy",-28.0644565388802,27.4441390829608
"424","T408","URZ01","Nav-Pinsylv","Pinsylv","cold_healthy",-30.2565941871464,27.7362490244797
"425","T409","URZ01","Nav-Pinsylv","Pinsylv","cold_healthy",-28.3890946398296,27.8161301355229
"426","T419","URZ01","Nav-Pinsylv","Pinsylv","cold_healthy",-28.9372096834779,26.6772619615788
"427","T368","RON03","Nav-Pinsylv","Pinsylv","hot_damaged",-28.4104807427016,26.9575491185156
"428","T364","RON03","Nav-Pinsylv","Pinsylv","hot_damaged",-29.271675931813,25.3506545818897
"429","T366","RON03","Nav-Pinsylv","Pinsylv","hot_damaged",-29.7409932219404,26.7046458078577
"430","T367","RON03","Nav-Pinsylv","Pinsylv","hot_damaged",-28.3449163104093,24.9403924856128
"431","T365","RON03","Nav-Pinsylv","Pinsylv","hot_damaged",-29.0014186010444,27.5207248518248
"432","T381","RON06","Nav-Pinsylv","Pinsylv","hot_damaged",-28.4923263969045,26.7587764485379
"433","T382","RON06","Nav-Pinsylv","Pinsylv","hot_damaged",-27.7073722085065,26.7953522969799
"434","T379","RON06","Nav-Pinsylv","Pinsylv","hot_damaged",-30.3218987003046,27.3567101733973
"435","T383","RON06","Nav-Pinsylv","Pinsylv","hot_damaged",-29.0725957172892,26.8740826606356
"436","T380","RON06","Nav-Pinsylv","Pinsylv","hot_damaged",-28.8832993620372,27.2390751442737
"437","T476","FAG01","Hue-Abialba","Abialba","hot_healthy",-26.0096479540494,28.2604463929091
"438","T478","FAG01","Hue-Abialba","Abialba","hot_healthy",-25.5736065191318,27.2083302610186
"439","T479","FAG01","Hue-Abialba","Abialba","hot_damaged",-27.9298603242213,26.5290348491954
"440","T480","FAG01","Hue-Abialba","Abialba","hot_damaged",-27.0361751486335,27.8364109203572
"441","T477","FAG01","Hue-Abialba","Abialba","hot_damaged",-27.5906566725384,27.578574779692
"442","T487","FAG02","Hue-Abialba","Abialba","hot_damaged",-28.8447252929351,28.3682600326297
"443","T489","FAG02","Hue-Abialba","Abialba","hot_healthy",-28.3321392004707,27.6495097614728
"444","T488","FAG02","Hue-Abialba","Abialba","hot_healthy",-28.3764830678971,29.4363901370706
"445","T486","FAG02","Hue-Abialba","Abialba","hot_healthy",-27.8392009901087,27.5518370575084
"446","T490","FAG02","Hue-Abialba","Abialba","hot_healthy",-28.8506946807804,26.1764605985726
"447","T495","FAG03","Hue-Abialba","Abialba","hot_healthy",-25.8074435887674,27.5917491571147
"448","T492","FAG03","Hue-Abialba","Abialba","hot_healthy",-29.0527453242607,27.6393175593086
"449","T491","FAG03","Hue-Abialba","Abialba","hot_healthy",-28.3348543947236,26.7063392037983
"450","T493","FAG03","Hue-Abialba","Abialba","hot_healthy",-27.5885933109472,27.2115771527175
"451","T494","FAG03","Hue-Abialba","Abialba","hot_healthy",-28.0197782132727,26.4549351668562
"452","T475","FAG04","Hue-Abialba","Abialba","hot_damaged",-28.1109456745627,27.9388482730987
"453","T471","FAG04","Hue-Abialba","Abialba","hot_damaged",-29.0256263535277,27.9832188249649
"454","T472","FAG04","Hue-Abialba","Abialba","hot_healthy",-29.6994161472067,27.271272843146
"455","T473","FAG04","Hue-Abialba","Abialba","hot_damaged",-27.2125416020279,27.7316317612486
"456","T474","FAG04","Hue-Abialba","Abialba","hot_damaged",-26.5879399514842,27.6865870349191
"457","T482","FAG05","Hue-Abialba","Abialba","hot_healthy",-28.8200835936329,27.3488999157543
"458","T485","FAG05","Hue-Abialba","Abialba","hot_healthy",-27.0431721855504,28.5701920064405
"459","T481","FAG05","Hue-Abialba","Abialba","hot_damaged",-28.3182869755071,26.581156926064
"460","T483","FAG05","Hue-Abialba","Abialba","hot_healthy",-30.5111411089951,27.5603703078717
"461","T484","FAG05","Hue-Abialba","Abialba","hot_damaged",-28.9613415686197,26.3958652925934
"462","T388","OZA01","Hue-Abialba","Abialba","cold_healthy",-30.5791897928574,30.2638872480252
"463","T385","OZA01","Hue-Abialba","Abialba","cold_healthy",-29.8180314821268,27.0716379999582
"464","T387","OZA01","Hue-Abialba","Abialba","cold_healthy",-27.8700764627984,28.8377420625484
"465","T386","OZA01","Hue-Abialba","Abialba","cold_healthy",-28.510087703494,28.9508770969016
"466","T384","OZA01","Hue-Abialba","Abialba","cold_healthy",-30.5280020121244,25.5318646639817
"467","T351","SAR06","Nav-Abialba","Abialba","cold_healthy",-29.7576054760329,29.3164834992547
"468","T276","BAS03","Nav-Abialba","Abialba","hot_healthy",-30.8758495671319,29.6461857831149
"469","missing_1","CED01","Ter-Pinsylv","Pinsylv","cold_healthy",-25.8238518526922,33.1346740865076
"470","missing_2","CED01","Ter-Pinsylv","Pinsylv","cold_healthy",-25.9859700162435,30.9205028730162
