"","variable","estimate_cold","estimate_hot","std_error_cold","std_error_hot","df_cold","df_hot","t_val_cold","t_val_hot","p_val_cold","p_val_hot","ci_lower_cold","ci_upper_cold","ci_lower_hot","ci_upper_hot"
"13","xc_fw_22",42.9443760659949,38.5423914438441,1.63099290035837,2.17655352224981,89.023816037323,88.686357448854,26.3302041698397,-2.02245640970989,8.67317126404341e-44,0.0461417593881965,39.7038318826445,46.1849202493453,35.6784709222023,41.4063119654859
"14","chla_chlb_22",2.24712391875459,2.13168733049249,0.0352361212319592,0.0470004471416554,88.9436101329307,88.4456702151021,63.7733053522487,-2.45607425636145,4.81365941106186e-76,0.0160009052164603,2.17711683457459,2.31713100293458,2.06987930199906,2.19349535898592
"15","chl_xc_22",28.5975838686383,27.1756502385925,0.529728649906154,0.706673786835953,89.4676213568411,89.0082756704094,53.9853449000815,-2.01214995735491,4.64236424615855e-70,0.0472274082768855,27.5451124060302,29.6500553312464,26.2462023831612,28.1050980940238
"16","leaf_d13c",-27.4647819105235,-26.7487928049368,0.262308341274738,0.350045584004287,89.3281235623201,88.9861763038521,-104.704188120946,2.04541676371477,2.94442768600872e-95,0.0437667276148226,-27.9859496091323,-26.9436142119147,-27.209378117798,-26.2882074920755
"17","leaf_d15n",-4.58977162512982,-4.96146455194169,0.282828914099109,0.377217920194581,88.4335548041385,87.9032852954459,-16.2280848821612,-0.98535331147612,2.97626707067442e-28,0.327154988065446,-5.1516920054135,-4.02785124484614,-5.45746142800204,-4.46546767588133
"18","leaf_d18o",29.0351780064308,28.7799687768276,0.21508946779816,0.286489418740863,90.1628412255882,89.1692111389092,134.991165786311,-0.890815551669563,7.73883326149618e-106,0.375425455851346,28.6078741758088,29.4624818370527,28.4038865094377,29.1560510442176
"19","mean_1980",1351.12451549995,723.27020019997,93.329628383995,123.886426040394,85.6209100527437,85.7698052222752,14.476908768359,-5.06798311459289,9.8734148202498e-25,2.28466966492923e-06,1165.55990259131,1536.68912840859,561.290697840157,885.249702559783
"20","mean_05",998.36866854551,625.445039069345,62.7629729062978,83.2811705886064,85.9203617604872,85.8750158907464,15.906969066555,-4.47788649991892,2.4511515821275e-27,2.30594371867792e-05,873.566244942417,1123.1710921486,516.58697219077,734.30310594792
"21","Rt12",0.816806918094075,0.684011156351636,0.0317981190404871,0.0422093401231084,86.4561510507139,86.5999000571993,25.6872715349632,-3.14612266752157,3.10471207921699e-42,0.00226829693919249,0.753580458805722,0.880033377382428,0.62881947426328,0.739202838439991
"22","Rt17",0.874853717977338,0.906734635181634,0.0330350936838408,0.0438485795043054,81.2775926117756,81.3726704883826,26.482555985766,0.727068415093493,9.94697107929699e-42,0.469270650665077,0.80916555130647,0.940541884648206,0.849400860636692,0.964068409726576
"23","Rt22",0.859647031394623,0.991455148203158,0.0501644769748313,0.0665723168788593,84.6563906192418,84.7043207100697,17.1365692066505,1.97992383303084,2.94241300024798e-29,0.0509588653757295,0.759909538631638,0.959384524157609,0.904439902684268,1.07847039372205
"24","Rs12",0.955346417560338,0.863682566254873,0.0381045069957786,0.0505668062071536,86.8918503552163,86.9543959028312,25.0717432892171,-1.81272771964186,1.50883989345011e-41,0.0733247447595605,0.87958345293388,1.0311093821868,0.797587321487607,0.929777811022139
"25","Rs17",0.998248379750387,1.14956743918829,0.062970149987165,0.0836076279433044,85.8597499995755,86.0887798178143,15.852723551617,1.80987145742865,3.11252816906236e-27,0.0738053185278044,0.87304629677346,1.12345046272731,1.04021951425992,1.25891536411666
