"","full_model","null_model","variable","delta_aic"
"1",415.148393392095,414.421393148464,"height",0.72700024363013
"2",617.313361413382,616.793284312351,"dbh",0.520077101030779
"3",686.439657719925,684.46942759223,"hegyi_index",1.97023012769455
"4",374.538405664895,372.910885899488,"wc_22",1.62751976540738
"5",344.855586569291,347.210393523354,"percent_c",-2.35480695406324
"6",-82.2576473122383,-84.2759194473905,"percent_n",2.01827213515217
"7",569.916124456646,567.969988171735,"cn",1.94613628491118
"8",406.990182110097,404.993991383456,"sla_22",1.99619072664109
"9",811.376381358001,809.853245339658,"age",1.52313601834328
"10",1047.32042051511,1045.90412165613,"chlor_a_fw_22",1.41629885898419
"11",904.424109178067,903.585108963306,"chlor_b_fw_22",0.839000214761313
"12",1105.51605118196,1104.27787698876,"total_chl_fw_22",1.23817419319789
"13",515.508961823495,515.404612430736,"xc_fw_22",0.104349392758991
"14",-15.7323418619231,-17.2812781456771,"chla_chlb_22",1.548936283754
"15",419.478290281557,417.660681488558,"chl_xc_22",1.81760879299861
"16",-19.0927868675311,-20.3417092608179,"d13c_centered",1.24892239328681
"17",-16.6547741322366,-18.6930647684422,"d15n_centered",2.03829063620562
"18",-60.8832373027122,-60.7715971133825,"d18o_centered",-0.111640189329677
"19",1261.85686801641,1261.87404959064,"mean_1980",-0.0171815742294257
"20",1246.36640811121,1244.37688839258,"mean_05",1.98951971863357
"21",-65.879908148963,-67.2306048004671,"Rt12",1.35069665150409
"22",-88.4730112294508,-89.8996401134128,"Rt17",1.42662888396197
"23",80.5437904289275,78.8785332899519,"Rt22",1.66525713897559
"24",-6.47843641104868,-7.73007367751239,"Rs12",1.25163726646371
"25",-48.5024751800094,-50.5425424640425,"Rs17",2.04006728403306
