"","variable","estimate_healthy","estimate_damaged","std_error_healthy","std_error_damaged","df_healthy","df_damaged","t_val_healthy","t_val_damaged","p_val_healthy","p_val_damaged","ci_lower_healthy","ci_upper_healthy","ci_lower_damaged","ci_upper_damaged"
"1","height",22.822044548857,22.9283455133815,1.65102991359322,0.0465606183658092,31.8343021034769,46.7325858320208,13.822914025336,2.28306599558696,5.30633624157671e-15,0.0270199077405631,23.0311987246802,28.0854215096644,NA,NA
"2","dbh",41.4484185623979,41.6871993841842,4.67733969928764,0.133412064039802,33.1758685141476,46.0198743253647,8.86153694774629,1.78979932215867,2.9097604703253e-10,0.0800673060339537,40.6738274834491,54.6351070757063,NA,NA
"3","hegyi_index",16.690751698586,16.6365530580296,3.11310332002659,0.0851909863390396,29.2323232292563,41.0264391643846,5.36145125387082,-0.636201585231762,9.07098511093641e-06,0.528178605025077,10.4139998662216,20.1580229796618,NA,NA
"4","wc_22",50.4769555024237,50.4325693601275,1.87512954153531,0.0573073309990505,37.7599567181565,48.6934420062955,26.9191831200602,-0.774528171569475,3.01825801237153e-26,0.442363285467373,46.7577959168031,51.9110507253869,NA,NA
"5","percent_c",47.9044852213683,47.8878932712573,0.439575174494027,0.0137309977156762,38.7726267728964,49.2194334173039,108.979050685719,-1.20835721151102,7.59654453595445e-50,0.232683513974221,46.8955806686923,48.0592116016643,NA,NA
"6","percent_n",1.18817440032727,1.18728368102884,0.048681462034507,0.00168018443900991,42.3275123396698,51.9367417177977,24.4071223556322,-0.530131858001336,1.46108711642031e-26,0.598279806009389,1.11522570265991,1.21526754892695,NA,NA
"7","cn",40.6066438648447,40.6377643910752,1.76233238686121,0.0608710467780771,42.230113654732,51.9214478073223,23.0414217928361,0.511253344204008,1.53716020093537e-25,0.611341014831518,39.6018212372942,43.2135972872243,NA,NA
"8","sla_22",47.041700787298,46.94892745843,2.48406093214345,0.0860745946982161,41.10962672505,51.8192604092024,18.9374182326142,-1.07782475413604,6.45806311892444e-22,0.286103948299679,42.1378114070074,47.1694817554971,NA,NA
"9","age",57.1601366641523,58.2155033944181,7.21460416879566,0.283159237931052,35.9999999992725,35.9999999991258,7.92283752882511,3.7271138952661,2.10357787995097e-09,0.000662979042015902,75.3401796346669,88.5545572074383,NA,NA
"10","chlor_a_fw_22",951.321318279478,950.305326290803,80.6362303541452,1.89270463602317,22.3353766573735,44.5158262681214,11.7976908655251,-0.536793733865186,4.53321192265743e-11,0.594082963144555,782.128540929131,1068.20932287953,NA,NA
