"","full_model","null_model","variable","delta_aic"
"1",578.618732420697,577.083017482472,"height",1.53571493822528
"2",951.994905428836,950.032408627222,"dbh",1.96249680161372
"3",948.403253791716,946.850654789311,"hegyi_index",1.55259900240526
"4",746.874145456918,752.059403563742,"wc_22",-5.18525810682365
"5",512.089867783544,510.136328823908,"percent_c",1.95353895963638
"6",65.11726056618,64.9380428435027,"percent_n",0.179217722677279
"7",851.317454252798,851.552940705487,"cn",-0.235486452688178
"8",820.417707355107,818.452651527814,"sla_22",1.96505582729264
"9",1268.1733474126,1275.59271004366,"age",-7.41936263105868
"10",1853.65303002331,1857.32085969804,"chlor_a_fw_22",-3.66782967472841
"11",1607.53894286743,1607.70355638956,"chlor_b_fw_22",-0.164613522126047
"12",1945.86582032379,1948.56992267708,"total_chl_fw_22",-2.70410235328563
"13",938.487361739319,938.579942882768,"xc_fw_22",-0.0925811434487969
"14",-20.4331042747935,-18.4644588192869,"chla_chlb_22",-1.96864545550661
"15",695.486194691286,697.26015977508,"chl_xc_22",-1.77396508379343
"16",-191.990274505017,-193.83483334295,"d13c_centered",1.84455883793254
"17",-114.189313883018,-115.508103491949,"d15n_centered",1.31878960893145
"18",-157.182797724253,-158.920803599126,"d18o_centered",1.73800587487273
"19",1882.28890918444,1891.45744055815,"mean_1980",-9.16853137371504
"20",1875.82748828536,1896.02541931124,"mean_05",-20.1979310258803
"21",-31.1776566596244,-31.1696189400803,"Rt12",-0.00803771954409882
"22",39.2534884839473,39.1235012403193,"Rt17",0.129987243628051
"23",38.6658341826481,36.7277671990414,"Rt22",1.93806698360669
"24",-84.3631702766273,-82.120614219675,"Rs12",-2.24255605695232
"25",152.829356048653,153.835438721495,"Rs17",-1.00608267284224
