"","variable","estimate_cold","estimate_hot","std_error_cold","std_error_hot","df_cold","df_hot","t_val_cold","t_val_hot","p_val_cold","p_val_hot","ci_lower_cold","ci_upper_cold","ci_lower_hot","ci_upper_hot"
"1","height",30.0486093720424,25.3239041440132,3.09707796781087,4.3796354525319,2.00040177250387,1.9998506000268,9.70224504657268,-1.0787896114271,0.0104499972192286,0.393503924610214,16.7261421655154,43.3710765785694,11.9960956180449,38.6517126699814
"2","dbh",60.9599102291436,47.1658463531556,7.65128886854863,10.8307986209139,1.99460259202773,2.00213268098195,7.96727339360109,-1.27359619163744,0.0155116159565457,0.330686113932781,27.9180327325545,94.0017877257328,14.2989148166629,80.0327778896482
"3","hegyi_index",15.5506068588453,14.9894455680355,3.50697504054777,5.01003607967475,1.85881887162233,1.93192981545883,4.43419376501076,-0.112007435053485,0.0539432509473017,0.921363734450589,-0.172201216962057,31.2734149346526,0.0571702971207984,29.9217208389502
"4","wc_22",50.558484822057,49.6268743173008,2.88141520920155,4.07608750189939,1.9976022168373,1.99982503461874,17.5464072864622,-0.228555079919673,0.00324954582147883,0.840458894227238,38.1470914261234,62.9698782179905,37.2346833300262,62.0190653045753
"5","percent_c",47.9395039476298,47.4953075602011,0.323257216345191,0.458438259576996,1.96235039063356,1.98296130728353,148.301419190709,-0.968933936357283,5.35598681787021e-05,0.435544956382964,46.5325874506648,49.3464204445948,46.1074452118749,48.8831699085273
"6","percent_n",1.16609362603459,1.16342484720226,0.0583341588352354,0.0826050373019371,1.99907721874465,2.00925726495018,19.9898935601045,-0.0323077008314982,0.00249857674544653,0.977148983340712,0.913801748520809,1.41838550354836,0.912880910451589,1.41396878395293
"7","cn",41.8706970213458,41.5245067808371,2.16507689284839,3.06599546163013,1.99681102883748,2.00723259947032,19.3391270119097,-0.112912835273636,0.00268282816506718,0.920378913445415,32.5055837561109,51.2358102865808,32.2258173889815,50.8231961726926
"8","sla_22",56.5925274918662,44.7416958615743,10.7591629569324,15.2174219403063,1.99999507682406,2.00086686974287,5.25993775895013,-0.778767367874755,0.0342958236999335,0.517598993931968,10.2800029558476,102.905052027885,-1.54243199194489,91.0258237150935
"9","age",94.0400354904026,81.2812428308106,14.2783333007942,20.1696647991477,1.98974149497041,1.98303284243652,6.58620537210541,-0.632573361364499,0.0225774873460715,0.592171493656616,32.5143583032353,155.56571267757,19.5682951498907,142.99419051173
"10","chlor_a_fw_22",1049.92647628009,912.926049428441,129.902902167358,183.828272593823,1.99193511598488,1.99697722120461,8.0823943019182,-0.745263092116195,0.0151427643337067,0.533895129045598,489.604624189316,1610.24832837087,354.575046964551,1471.27705189233
"11","chlor_b_fw_22",483.251564677155,445.972223962823,40.5063495494918,57.3532975371398,1.98539524726221,1.99467150236153,11.9302669841109,-0.649994722451506,0.007141970189631,0.582538143561937,308.142946114297,658.360183240013,271.980608346507,619.96383957914
"12","total_chl_fw_22",1533.17804095726,1359.08452523551,154.912020456604,219.268035323861,1.98692791119077,1.99367269952376,9.89708891820147,-0.793975808943646,0.0102755293858029,0.510679045621031,864.391959004978,2201.96412290954,693.431201241846,2024.73784922918
"13","xc_fw_22",53.9963801673003,53.7582540780204,1.85665054631666,2.63814919462318,1.92560022981997,1.95768321258422,29.0826834777399,-0.0902625559483688,0.00144609317798377,0.936461370725067,45.8430572980877,62.1497030365128,45.7653414885479,61.751166667493
"14","chla_chlb_22",2.20240060664292,2.02605043670439,0.250842357758456,0.354810238815412,1.9995332884769,2.00100614489788,8.7800187588879,-0.497026722022737,0.0127341375212058,0.668408553379104,1.12234505797834,3.2824561553075,0.947115777091398,3.10498509631738
"15","chl_xc_22",28.2163214237469,25.1636070800433,2.0279204817341,2.86894195649794,1.99448751836971,1.99732976332823,13.9139190505235,-1.06405580523839,0.00518218504467707,0.39889975136961,19.478780019607,36.9538628278868,16.4435171787193,33.8836969813673
"16","leaf_d13c",-29.2693405947913,-28.4720611140761,0.408322731023437,0.578404438507679,1.97754654762753,1.99007967166506,-71.6818789917217,1.37841176110653,0.000211048130009855,0.30258358326418,-31.037722537036,-27.5009586525467,-30.2253663508239,-26.7187558773284
"17","leaf_d15n",-3.88354675856004,-3.10333953074036,0.735598683714308,1.04098068290679,1.99822297142376,2.00342887129929,-5.27943679691022,0.749492512811155,0.0341201355767441,0.531610070560154,-7.05670907299151,-0.710384444128572,-6.26502045293663,0.0583413914559143
"18","leaf_d18o_corrected",19.6848074717385,19.6064332959177,1.05994202533259,1.49935045743008,1.99673972740191,1.99868050801728,18.5715888239848,-0.0522720858438311,0.00290828589754276,0.963066054231417,15.1199518046704,24.2496631388066,15.0478177240421,24.1650488677933
"19","mean_1980",2311.43595,955.337526315789,150.185711790313,215.171189253746,75.9999999993665,75.999999999188,15.3905183285824,-6.30241636153713,4.63396951818631e-25,1.75207278206874e-08,1025.90494741485,3596.96695258514,154.51509041471,1756.15996221687
"20","mean_05",1262.31853846154,739.153621621622,110.354361547008,158.159555815761,73.9999999994108,73.9999999993766,11.4387734273993,-3.30782995780128,4.99813793956622e-18,0.00145345054179093,356.408246318721,2168.22883060435,130.229013513078,1348.07822973017
"21","Rt12",0.799095261581193,0.823900405677613,0.103141692780879,0.145820676676132,2.00007021586901,1.99804283943335,7.74754844560136,0.17010718000927,0.0162531470589698,0.88059045256341,0.355328500166196,1.24286202299619,0.379619693189871,1.26818111816536
