"","date","plot_id","spei12","year","month","spei18","spei24"
"18432","1966-09-16","GUA11",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18433","1966-09-16","GUA10",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18434","1966-09-16","GUA01",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18435","1966-09-16","GUA06",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18436","1966-09-16","GUA05",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18437","1966-09-16","GUA04",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18438","1966-09-16","GUA07",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18439","1966-09-16","GUA09",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18440","1966-09-16","GUA08",1.53341889381409,1966,9,0.587390303611755,0.274992674589157
"18441","1966-09-16","NAV11",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18442","1966-09-16","NAV05",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18443","1966-09-16","NAV04",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18444","1966-09-16","NAV06",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18445","1966-09-16","NAV07",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18446","1966-09-16","NAV08",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18447","1966-09-16","NAV09",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18448","1966-09-16","NAV03",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18449","1966-09-16","NAV10",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18450","1966-09-16","NAV02",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18451","1966-09-16","NAV01",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18452","1966-09-16","PEL01",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18453","1966-09-16","PEL02",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18454","1966-09-16","PEL03",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18455","1966-09-16","PEL04",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18456","1966-09-16","PEL05",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18457","1966-09-16","PEL06",1.22281801700592,1966,9,0.300866484642029,0.0202224757522345
"18458","1966-09-16","SAR05",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18459","1966-09-16","SAR04",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18460","1966-09-16","SAR03",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18461","1966-09-16","SAR02",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18462","1966-09-16","SAR06",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18463","1966-09-16","SAR01",0.859805464744568,1966,9,0.674036800861359,0.955370008945465
"18464","1966-09-16","BAS06",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18465","1966-09-16","BAS05",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18466","1966-09-16","BAS04",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18467","1966-09-16","BAS03",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18468","1966-09-16","BAS02",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18469","1966-09-16","BAS01",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18470","1966-09-16","URZ06",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18471","1966-09-16","URZ05",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18472","1966-09-16","URZ04",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18473","1966-09-16","OZA06",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18474","1966-09-16","OZA05",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18475","1966-09-16","OZA04",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18476","1966-09-16","OZA03",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
"18477","1966-09-16","OZA02",0.221433252096176,1966,9,-0.337322622537613,0.343684434890747
