"","variable","estimate_healthy","estimate_damaged","std_error_healthy","std_error_damaged","df_healthy","df_damaged","t_val_healthy","t_val_damaged","p_val_healthy","p_val_damaged","ci_lower_healthy","ci_upper_healthy","ci_lower_damaged","ci_upper_damaged"
"1","height",12.216793863076,12.2471733095151,1.1149585867086,0.0270953089881143,24.6963881244617,53.8299089507803,10.9571727674124,1.12120686471551,5.68992240582732e-11,0.267176786615247,10.9465394890823,14.9242297416869,NA,NA
"2","dbh",43.8478035675154,43.9707256931164,2.9801523496019,0.105487878119676,49.2788805993215,61.7428034334252,14.713275840872,1.16527252033186,1.15933118990885e-19,0.248390877803174,43.1966203719448,50.3141488588245,NA,NA
"3","hegyi_index",25.4385020043378,25.6327401725759,4.54831291033194,0.148553665125297,43.2079611838242,58.7466433839883,5.59295336663223,1.30752861650521,1.40496805810196e-06,0.196127397711865,23.7312951181639,36.3346683879275,NA,NA
"4","wc_22",55.6289969248187,55.5833835523736,0.613644918044284,0.0227759214967571,51.6846585118192,56.9996266641716,90.6533979000608,-2.00270151315699,1.21516018646963e-58,0.049973926824225,53.8931433248624,55.2374727443437,NA,NA
"5","percent_c",47.2149509686049,47.2266018772436,0.565656467896706,0.0178841939479601,40.1239691313725,55.1270049238706,83.4693027451191,0.651464006292681,1.3087875819668e-46,0.517453739883424,46.6531044033668,48.3174725128556,NA,NA
"6","percent_n",1.01080331689256,1.00961013931846,0.0470780162632509,0.00158701229130822,45.7098847650623,56.6082859072565,21.470813707195,-0.751838899191351,1.62775372885529e-25,0.455262645229779,0.919707222239032,1.04652851474799,NA,NA
"7","cn",47.5831754106854,47.6559619584031,2.3162174098638,0.0750327872807362,42.0787372902907,55.5697357450002,20.5434840477619,0.970063226431815,1.48646359625371e-23,0.336218447213905,45.9665167948503,52.5775847565461,NA,NA
"8","sla_22",43.1052584942278,43.0698512162277,1.29243628567585,0.0415863264775634,41.4997757888371,50.2254794604121,33.3519408051028,-0.851416342801785,1.35794427238323e-31,0.398579431460269,40.4251355423338,44.117038516626,NA,NA
"9","age",110.262090582828,110.706567504789,10.5257702202187,0.304068790552538,33.2722361807903,54.8934313614291,10.475441537858,1.46176436309914,4.53141198100447e-12,0.149507212390451,103.891508076538,137.571703084595,NA,NA
"10","chlor_a_fw_22",541.182014569627,537.422443664104,35.5449112930627,1.35624336567931,48.6238504875387,61.2409467107858,15.2253021566901,-2.77204740731787,3.93496620492217e-20,0.0073689754472716,418.763105634708,485.744299897093,NA,NA
"11","chlor_b_fw_22",257.412473077893,255.728159069628,14.3976717807657,0.558277404413713,62.9999999993598,62.999999999101,17.878756857187,-3.01698402075536,2.28706087514255e-26,0.00367988687659026,205.010591413562,230.13334588969,NA,NA
"12","total_chl_fw_22",794.420438885873,789.153017822171,48.4491879251528,1.8725318264469,46.0882653330464,58.2903770887182,16.3969815162463,-2.81299414477632,7.35901344096693e-21,0.00667914282845571,626.841789860124,712.809552974929,NA,NA
"13","xc_fw_22",31.1172009238377,30.966982368992,1.63549419403712,0.0603823865781392,50.1689847918297,62.9885217039198,19.0261763308537,-2.48778763739716,1.35968261255368e-24,0.0155128106010242,25.8224065116744,29.3055021644576,NA,NA
"14","chla_chlb_22",2.12721371160369,2.12504362140501,0.0754460168285913,0.0026218762016785,48.4334822697643,61.0528492771715,28.1951758491981,-0.827685989632857,1.04511973171967e-31,0.411071996537692,1.98207451715671,2.16969094665153,NA,NA
"15","chl_xc_22",26.4301693310941,26.3329631726105,0.865639268379576,0.0333865931619806,48.2545415801558,59.4306388831218,30.5325443248083,-2.91153272249079,3.25272657956918e-33,0.00505746807888744,23.3548518407286,24.9068877855049,NA,NA
"16","leaf_d13c",-25.9527168636382,-25.9202672615469,0.42161801316368,0.0142205420062285,45.6078253058584,56.5619657366077,-61.5550475865528,2.28188222904,1.52123342263535e-45,0.0262790431166344,-25.7671818031667,-24.6323875770589,NA,NA
"17","leaf_d15n",-3.71609659581323,-3.72465935188246,0.540301898444696,0.018127673387194,45.3458466577008,56.5000685896968,-6.87781517427631,-0.472358249530025,1.49017880608816e-08,0.638490560532391,-4.64799196867467,-3.18156662178936,NA,NA
"18","leaf_d18o_corrected",20.4226073862619,20.4154705491371,0.354872684238886,0.0117266966779476,44.0070030618316,56.1092893151961,57.5491106903968,-0.608597401363063,4.60811358277752e-43,0.545247398940191,19.764294515175,20.7497264095273,NA,NA
"19","mean_1980",881.909753332184,881.789586255139,125.270676431828,4.46019336782631,49.202351763832,60.9253675486469,7.0400334575675,-0.0269421227142501,5.63285034916557e-09,0.978593952969881,729.713818811931,1028.44469195726,NA,NA
"20","mean_05",970.218282696134,963.721935702732,127.169887151427,4.94474302379095,61.9999999987288,61.9999999990427,7.62930835615863,-1.31378859571571,1.74143113233356e-10,0.193758028806169,705.282396502839,929.11532224716,NA,NA
"21","Rt12",0.655831355927964,0.65540656528478,0.0587149708310484,0.0019493938059681,43.8105810586139,58.1998572253244,11.169746772337,-0.217909096603889,2.09668967893975e-14,0.8282621660083,0.56582038666452,0.725830703485174,NA,NA
"22","Rt17",0.783357888997712,0.781498621125995,0.0610246146482744,0.00193839196578532,39.7380740366517,56.7101491321624,12.83675273515,-0.959180549927653,1.01539260406471e-15,0.341539495288412,0.651091172440734,0.828035658160507,NA,NA
"23","Rt22",1.7016396035853,1.68643677943617,0.159731732506873,0.00459161344508193,32.5835938303767,54.6602578646858,10.6531092906795,-3.31099826476382,3.78572553092711e-12,0.00165125779261595,1.08691688957041,1.60016677369965,NA,NA
"24","Rs12",1.18457500526029,1.18323159521933,0.0730552259445577,0.00234738564609893,41.003540812311,57.140962059958,16.2147880585473,-0.572300526415407,1.93837698568664e-19,0.569363312989276,1.04858274223817,1.25728006088396,NA,NA
"25","Rs17",0.812589536967328,0.812894118784702,0.0666238380879783,0.00233179731270517,46.9146575684842,60.0507191872932,12.1966785506156,0.130621051715938,3.73203551741341e-16,0.896511688076366,0.737242954952174,0.902284778035334,NA,NA
