"","full_model","null_model","variable","delta_aic"
"1",310.522493117558,314.452961191475,"height",-3.93046807391715
"2",421.840352301237,423.595479550471,"dbh",-1.75512724923431
"3",343.309284412048,341.960729766082,"hegyi_index",1.34855464596598
"4",330.651863246668,329.42166155709,"wc_22",1.23020168957788
"5",186.870689175148,184.976509664415,"percent_c",1.89417951073352
"6",-45.3523675838905,-46.782842076696,"percent_n",1.43047449280554
"7",342.428011617051,340.748569831143,"cn",1.67944178590784
"8",378.612457067061,379.502482364937,"sla_22",-0.890025297876264
"9",328.154643590563,338.567520191322,"age",-10.4128766007586
"10",722.757645943545,720.755160631679,"chlor_a_fw_22",2.00248531186617
"11",613.662504324343,611.688826741873,"chlor_b_fw_22",1.97367758247015
"12",751.900830479298,749.901370828903,"total_chl_fw_22",1.99945965039501
"13",380.83136667092,378.8179329312,"xc_fw_22",2.01343373971997
"14",2.14947145191939,0.259740510792593,"chla_chlb_22",1.8897309411268
"15",264.937751039881,263.127959372222,"chl_xc_22",1.8097916676586
"16",-12.5089063662581,-13.5326634296251,"d13c_centered",1.02375706336697
"17",-14.9849061917142,-16.6485127737774,"d15n_centered",1.66360658206324
"18",-43.6316836259101,-45.6316651225093,"d18o_centered",1.99998149659924
"19",593.131371285707,592.174373206269,"mean_1980",0.956998079437994
"20",550.893329470449,550.571802965721,"mean_05",0.32152650472824
"21",-40.5595909522142,-37.9585581290351,"Rt12",-2.60103282317909
"22",-24.3017418335568,-26.2741050195063,"Rt17",1.97236318594956
"23",-42.9732145686373,-40.5024113495212,"Rt22",-2.47080321911614
"24",-6.04324985460864,-8.0369873140644,"Rs12",1.99373745945576
"25",15.8248154426978,14.0086921361406,"Rs17",1.81612330655714
